category,price,old_price,sellable_online,other_colors,depth,height,width,discounted,width_d,height_d,depth_d,discount_amount,size
Cabinets & cupboards,25.0,25.0,True,Yes,16.0,113.40869565217392,56.0,0,1,0,1,0.0,896.0
Cabinets & cupboards,170.0,170.0,True,Yes,40.0,38.0,120.0,0,1,1,1,0.0,182400.0
Cabinets & cupboards,2100.0,2100.0,True,No,48.0,92.0,145.0,0,1,1,1,0.0,640320.0
Cabinets & cupboards,695.0,695.0,True,Yes,47.0,89.0,81.0,0,1,1,1,0.0,338823.0
Cabinets & cupboards,643.0,643.0,True,No,35.0,60.0,130.0,0,1,1,1,0.0,273000.0
Cabinets & cupboards,5290.0,5290.0,True,Yes,45.0,120.0,320.0,0,1,1,1,0.0,1728000.0
Cabinets & cupboards,945.0,945.0,True,Yes,45.0,120.0,80.0,0,1,1,1,0.0,432000.0
Cabinets & cupboards,875.0,875.0,True,No,47.0,167.0,45.0,0,1,1,1,0.0,353205.0
Cabinets & cupboards,145.0,145.0,True,No,37.49367088607595,113.40869565217392,98.75,0,0,0,0,0.0,1.0
Cabinets & cupboards,700.0,700.0,True,No,47.0,167.0,45.0,0,1,1,1,0.0,353205.0
Cabinets & cupboards,225.0,225.0,True,Yes,40.0,192.0,60.0,0,1,1,1,0.0,460800.0
Cabinets & cupboards,676.0,845.0,True,Yes,47.0,150.0,57.0,1,1,1,1,169.0,401850.0
Cabinets & cupboards,415.0,415.0,True,Yes,30.0,106.0,80.0,0,1,1,1,0.0,254400.0
Cabinets & cupboards,3.0,3.0,True,Yes,27.0,113.40869565217392,98.75,0,0,0,1,0.0,27.0
Cabinets & cupboards,1248.0,1307.0,True,Yes,35.0,212.0,70.0,1,1,1,1,59.0,519400.0
Cabinets & cupboards,995.0,995.0,True,Yes,47.0,172.0,45.0,0,1,1,1,0.0,363780.0
Cabinets & cupboards,475.0,475.0,True,Yes,40.0,38.0,180.0,0,1,1,1,0.0,273600.0
Cabinets & cupboards,975.0,975.0,True,Yes,37.0,134.0,81.0,0,1,1,1,0.0,401598.0
Cabinets & cupboards,25.0,25.0,True,No,37.49367088607595,113.40869565217392,98.75,0,0,0,0,0.0,1.0
Cabinets & cupboards,25.0,25.0,True,Yes,36.0,113.40869565217392,56.0,0,1,0,1,0.0,2016.0
Cabinets & cupboards,420.0,420.0,True,Yes,40.0,202.0,60.0,0,1,1,1,0.0,484800.0
Cabinets & cupboards,508.0,508.0,True,No,35.0,70.0,95.0,0,1,1,1,0.0,232750.0
Cabinets & cupboards,952.0,1190.0,True,Yes,35.0,190.0,160.0,1,1,1,1,238.0,1064000.0
Cabinets & cupboards,1900.0,1900.0,True,Yes,37.0,134.0,162.0,0,1,1,1,0.0,803196.0
Cabinets & cupboards,1195.0,1195.0,True,No,41.0,49.0,180.0,0,1,1,1,0.0,361620.0
Cabinets & cupboards,597.0,995.0,True,No,40.0,80.0,80.0,1,1,1,1,398.0,256000.0
Cabinets & cupboards,356.0,356.0,True,Yes,35.0,107.0,35.0,0,1,1,1,0.0,131075.0
Cabinets & cupboards,6480.0,6480.0,True,Yes,45.0,200.0,320.0,0,1,1,1,0.0,2880000.0
Cabinets & cupboards,650.0,650.0,True,No,47.0,142.0,45.0,0,1,1,1,0.0,300330.0
Cabinets & cupboards,995.0,995.0,True,Yes,47.0,89.0,121.0,0,1,1,1,0.0,506143.0
Cabinets & cupboards,1305.0,1305.0,True,Yes,42.0,64.0,180.0,0,1,1,1,0.0,483840.0
Cabinets & cupboards,195.0,195.0,True,Yes,35.0,35.0,35.0,0,1,1,1,0.0,42875.0
Cabinets & cupboards,25.0,25.0,True,No,37.49367088607595,113.40869565217392,98.75,0,0,0,0,0.0,1.0
Cabinets & cupboards,1240.0,1240.0,True,Yes,47.0,212.0,81.0,0,1,1,1,0.0,807084.0
Cabinets & cupboards,2980.0,2980.0,True,Yes,42.0,230.0,240.0,0,1,1,1,0.0,2318400.0
Cabinets & cupboards,1356.0,1695.0,True,Yes,38.0,203.0,118.0,1,1,1,1,339.0,910252.0
Cabinets & cupboards,480.0,480.0,True,Yes,22.0,128.0,60.0,0,1,1,1,0.0,168960.0
Cabinets & cupboards,325.0,325.0,True,No,47.0,75.0,45.0,0,1,1,1,0.0,158625.0
Cabinets & cupboards,1020.0,1020.0,True,Yes,22.0,202.0,60.0,0,1,1,1,0.0,266640.0
Cabinets & cupboards,363.0,363.0,True,Yes,35.0,70.0,60.0,0,1,1,1,0.0,147000.0
Cabinets & cupboards,5.6,7.0,True,No,37.49367088607595,113.40869565217392,64.0,1,1,0,0,1.4000000000000004,64.0
Cabinets & cupboards,22.0,22.0,True,Yes,37.49367088607595,113.40869565217392,98.75,0,0,0,0,0.0,1.0
Cabinets & cupboards,80.0,80.0,True,Yes,37.0,12.0,81.0,0,1,1,1,0.0,35964.0
Cabinets & cupboards,510.0,510.0,True,Yes,40.0,48.0,120.0,0,1,1,1,0.0,230400.0
Cabinets & cupboards,100.0,100.0,True,Yes,20.0,38.0,60.0,0,1,1,1,0.0,45600.0
Cabinets & cupboards,4335.0,4335.0,True,No,38.0,214.0,276.0,0,1,1,1,0.0,2244432.0
Cabinets & cupboards,965.0,965.0,True,Yes,42.0,193.0,60.0,0,1,1,1,0.0,486360.0
Cabinets & cupboards,25.0,25.0,True,No,11.0,113.40869565217392,33.0,0,1,0,1,0.0,363.0
Cabinets & cupboards,125.0,125.0,True,Yes,40.0,38.0,60.0,0,1,1,1,0.0,91200.0
Cabinets & cupboards,925.0,925.0,True,Yes,42.0,38.0,180.0,0,1,1,1,0.0,287280.0
Cabinets & cupboards,25.0,25.0,True,No,16.0,113.40869565217392,56.0,0,1,0,1,0.0,896.0
Cabinets & cupboards,99.0,99.0,True,Yes,35.0,35.0,35.0,0,1,1,1,0.0,42875.0
Cabinets & cupboards,9.0,9.0,True,No,27.0,113.40869565217392,98.75,0,0,0,1,0.0,27.0
Cabinets & cupboards,40.0,40.0,True,Yes,100.0,100.0,100.0,0,1,1,1,0.0,1000000.0
Cabinets & cupboards,125.0,125.0,True,Yes,37.49367088607595,38.0,60.0,0,1,1,0,0.0,2280.0
Cabinets & cupboards,845.0,845.0,True,Yes,35.0,123.0,81.0,0,1,1,1,0.0,348705.0
Cabinets & cupboards,1550.0,1550.0,True,Yes,37.0,134.0,162.0,0,1,1,1,0.0,803196.0
Cabinets & cupboards,32.0,32.0,True,No,18.0,113.40869565217392,24.0,0,1,0,1,0.0,432.0
Cabinets & cupboards,375.0,375.0,True,Yes,40.0,38.0,120.0,0,1,1,1,0.0,182400.0
Cabinets & cupboards,45.0,45.0,True,Yes,37.49367088607595,26.0,60.0,0,1,1,0,0.0,1560.0
Cabinets & cupboards,30.0,30.0,True,No,36.0,113.40869565217392,56.0,0,1,0,1,0.0,2016.0
Cabinets & cupboards,1390.0,1390.0,True,Yes,30.0,202.0,160.0,0,1,1,1,0.0,969600.0
Cabinets & cupboards,225.0,225.0,True,Yes,40.0,64.0,120.0,0,1,1,1,0.0,307200.0
Cabinets & cupboards,275.0,275.0,True,No,47.0,50.0,45.0,0,1,1,1,0.0,105750.0
Cabinets & cupboards,1295.0,1295.0,True,Yes,35.0,123.0,121.0,0,1,1,1,0.0,520905.0
Cabinets & cupboards,2545.0,2545.0,True,Yes,45.0,120.0,160.0,0,1,1,1,0.0,864000.0
Cabinets & cupboards,1600.5,1650.0,True,Yes,42.0,112.0,180.0,1,1,1,1,49.5,846720.0
Cabinets & cupboards,267.0,267.0,True,No,25.0,75.0,25.0,0,1,1,1,0.0,46875.0
Cabinets & cupboards,1570.0,1570.0,True,Yes,40.0,128.0,120.0,0,1,1,1,0.0,614400.0
Cabinets & cupboards,60.0,60.0,True,Yes,37.49367088607595,26.0,60.0,0,1,1,0,0.0,1560.0
Cabinets & cupboards,1820.0,1820.0,True,Yes,42.0,240.0,120.0,0,1,1,1,0.0,1209600.0
Cabinets & cupboards,35.0,35.0,True,Yes,30.0,113.40869565217392,17.0,0,1,0,1,0.0,510.0
Cabinets & cupboards,135.0,135.0,True,Yes,40.0,64.0,60.0,0,1,1,1,0.0,153600.0
Cabinets & cupboards,1469.0,1469.0,True,Yes,40.0,170.0,180.0,0,1,1,1,0.0,1224000.0
Cabinets & cupboards,114.0,114.0,True,Yes,35.0,35.0,35.0,0,1,1,1,0.0,42875.0
Cabinets & cupboards,2295.0,2295.0,True,Yes,30.0,237.0,200.0,0,1,1,1,0.0,1422000.0
Cabinets & cupboards,1575.0,1575.0,True,No,47.0,167.0,90.0,0,1,1,1,0.0,706410.0
Cabinets & cupboards,2645.0,2645.0,True,Yes,37.0,134.0,283.0,0,1,1,1,0.0,1403114.0
Cabinets & cupboards,31.5,45.0,True,Yes,37.49367088607595,38.0,60.0,1,1,1,0,13.5,2280.0
Cabinets & cupboards,841.0,841.0,True,No,35.0,95.0,130.0,0,1,1,1,0.0,432250.0
Cabinets & cupboards,1355.0,1355.0,True,Yes,45.0,101.0,61.0,0,1,1,1,0.0,277245.0
Cabinets & cupboards,15.0,15.0,True,No,37.49367088607595,113.40869565217392,98.75,0,0,0,0,0.0,1.0
Cabinets & cupboards,12.0,12.0,True,No,25.0,113.40869565217392,98.75,0,0,0,1,0.0,25.0
Cabinets & cupboards,95.0,95.0,True,No,37.49367088607595,26.0,60.0,0,1,1,0,0.0,1560.0
Cabinets & cupboards,150.0,150.0,True,Yes,40.0,113.40869565217392,180.0,0,1,0,1,0.0,7200.0
Cabinets & cupboards,1495.0,1495.0,True,No,45.0,140.0,120.0,0,1,1,1,0.0,756000.0
Cabinets & cupboards,1590.0,1590.0,True,Yes,47.0,212.0,81.0,0,1,1,1,0.0,807084.0
Cabinets & cupboards,1950.0,1950.0,True,Yes,37.0,134.0,162.0,0,1,1,1,0.0,803196.0
Cabinets & cupboards,389.0,389.0,True,Yes,35.0,95.0,70.0,0,1,1,1,0.0,232750.0
Cabinets & cupboards,55.0,55.0,True,Yes,37.49367088607595,113.40869565217392,98.75,0,0,0,0,0.0,1.0
Cabinets & cupboards,1550.0,1550.0,True,Yes,42.0,74.0,180.0,0,1,1,1,0.0,559440.0
Cabinets & cupboards,45.0,45.0,True,No,4.0,10.0,4.0,0,1,1,1,0.0,160.0
Cabinets & cupboards,1391.0,1450.0,True,No,35.0,72.0,280.0,1,1,1,1,59.0,705600.0
Cabinets & cupboards,150.0,150.0,True,Yes,37.49367088607595,64.0,60.0,0,1,1,0,0.0,3840.0
Cabinets & cupboards,325.0,325.0,True,No,47.0,67.0,45.0,0,1,1,1,0.0,141705.0
Cabinets & cupboards,25.0,25.0,True,No,38.0,113.40869565217392,98.75,0,0,0,1,0.0,38.0
Cabinets & cupboards,49.0,49.0,True,No,37.49367088607595,113.40869565217392,25.0,0,1,0,0,0.0,25.0
Cabinets & cupboards,35.0,35.0,True,Yes,37.49367088607595,113.40869565217392,98.75,0,0,0,0,0.0,1.0
Cabinets & cupboards,35.0,35.0,True,Yes,44.0,100.0,44.0,0,1,1,1,0.0,193600.0
Cabinets & cupboards,25.0,25.0,True,No,37.49367088607595,113.40869565217392,98.75,0,0,0,0,0.0,1.0
Cabinets & cupboards,60.0,60.0,True,Yes,40.0,15.0,60.0,0,1,1,1,0.0,36000.0
Cabinets & cupboards,595.0,595.0,True,Yes,40.0,64.0,180.0,0,1,1,1,0.0,460800.0
Cabinets & cupboards,35.0,35.0,True,Yes,30.0,113.40869565217392,22.0,0,1,0,1,0.0,660.0
Cabinets & cupboards,1294.0,1294.0,True,Yes,45.0,101.0,61.0,0,1,1,1,0.0,277245.0
Cabinets & cupboards,895.0,895.0,True,Yes,35.0,123.0,81.0,0,1,1,1,0.0,348705.0
Cabinets & cupboards,35.0,35.0,True,No,37.49367088607595,113.40869565217392,98.75,0,0,0,0,0.0,1.0
Cabinets & cupboards,195.0,195.0,True,Yes,40.0,128.0,60.0,0,1,1,1,0.0,307200.0
Cabinets & cupboards,4540.0,4540.0,True,Yes,45.0,160.0,160.0,0,1,1,1,0.0,1152000.0
Cabinets & cupboards,198.0,198.0,True,Yes,35.0,70.0,35.0,0,1,1,1,0.0,85750.0
Cabinets & cupboards,1090.0,1090.0,True,Yes,47.0,172.0,45.0,0,1,1,1,0.0,363780.0
Cabinets & cupboards,4580.0,4580.0,True,Yes,47.0,212.0,242.0,0,1,1,1,0.0,2411288.0
Cabinets & cupboards,495.0,495.0,True,Yes,35.0,70.0,95.0,0,1,1,1,0.0,232750.0
Cabinets & cupboards,1770.0,1770.0,True,Yes,30.0,237.0,160.0,0,1,1,1,0.0,1137600.0
Cabinets & cupboards,125.0,125.0,True,Yes,37.49367088607595,38.0,60.0,0,1,1,0,0.0,2280.0
Cabinets & cupboards,38.5,55.0,True,Yes,37.49367088607595,64.0,60.0,1,1,1,0,16.5,3840.0
Cabinets & cupboards,25.0,25.0,True,No,37.49367088607595,113.40869565217392,98.75,0,0,0,0,0.0,1.0
Cabinets & cupboards,17.0,17.0,True,Yes,24.0,113.40869565217392,98.75,0,0,0,1,0.0,24.0
Cabinets & cupboards,50.0,50.0,True,Yes,31.0,113.40869565217392,9.0,0,1,0,1,0.0,279.0
Cabinets & cupboards,35.0,35.0,True,No,30.0,113.40869565217392,98.75,0,0,0,1,0.0,30.0
Cabinets & cupboards,135.0,135.0,True,No,37.49367088607595,38.0,60.0,0,1,1,0,0.0,2280.0
Cabinets & cupboards,375.0,375.0,True,No,47.0,92.0,45.0,0,1,1,1,0.0,194580.0
Cabinets & cupboards,17.0,17.0,True,Yes,37.49367088607595,113.40869565217392,98.75,0,0,0,0,0.0,1.0
Cabinets & cupboards,225.0,225.0,True,No,42.0,113.40869565217392,180.0,0,1,0,1,0.0,7560.0
Cabinets & cupboards,110.0,110.0,True,Yes,20.0,64.0,60.0,0,1,1,1,0.0,76800.0
Cabinets & cupboards,1400.0,1400.0,True,No,47.0,167.0,90.0,0,1,1,1,0.0,706410.0
Cabinets & cupboards,75.0,75.0,True,Yes,37.49367088607595,38.0,60.0,0,1,1,0,0.0,2280.0
Cabinets & cupboards,475.0,475.0,True,Yes,40.0,64.0,120.0,0,1,1,1,0.0,307200.0
Cabinets & cupboards,1540.0,1540.0,True,Yes,47.0,212.0,81.0,0,1,1,1,0.0,807084.0
Cabinets & cupboards,1000.0,1000.0,True,Yes,45.0,61.0,41.0,0,1,1,1,0.0,112545.0
Cabinets & cupboards,27.0,27.0,True,Yes,24.0,113.40869565217392,21.0,0,1,0,1,0.0,504.0
Cabinets & cupboards,944.0,944.0,True,Yes,45.0,101.0,41.0,0,1,1,1,0.0,186345.0
Cabinets & cupboards,2775.0,2775.0,True,No,47.0,192.0,135.0,0,1,1,1,0.0,1218240.0
Cabinets & cupboards,1370.0,1370.0,True,Yes,30.0,237.0,160.0,0,1,1,1,0.0,1137600.0
Cabinets & cupboards,990.0,990.0,True,Yes,42.0,39.0,180.0,0,1,1,1,0.0,294840.0
Cabinets & cupboards,75.0,75.0,True,No,37.49367088607595,26.0,60.0,0,1,1,0,0.0,1560.0
Cabinets & cupboards,2730.0,2730.0,True,Yes,37.49367088607595,211.0,300.0,0,1,1,0,0.0,63300.0
Cabinets & cupboards,17.0,17.0,True,No,28.0,113.40869565217392,9.0,0,1,0,1,0.0,252.0
Cabinets & cupboards,75.0,75.0,True,Yes,40.0,25.0,60.0,0,1,1,1,0.0,60000.0
Cabinets & cupboards,27.0,27.0,True,Yes,28.0,113.40869565217392,20.0,0,1,0,1,0.0,560.0
Cabinets & cupboards,150.0,150.0,True,Yes,37.49367088607595,64.0,60.0,0,1,1,0,0.0,3840.0
Cabinets & cupboards,45.0,45.0,True,No,38.0,113.40869565217392,98.75,0,0,0,1,0.0,38.0
Cabinets & cupboards,225.0,225.0,True,No,37.49367088607595,64.0,60.0,0,1,1,0,0.0,3840.0
Cabinets & cupboards,100.0,100.0,True,Yes,37.49367088607595,38.0,60.0,0,1,1,0,0.0,2280.0
Cabinets & cupboards,175.0,175.0,True,No,37.49367088607595,64.0,60.0,0,1,1,0,0.0,3840.0
Cabinets & cupboards,1470.0,1470.0,True,Yes,42.0,74.0,240.0,0,1,1,1,0.0,745920.0
Cabinets & cupboards,1516.0,1895.0,True,No,48.0,141.0,103.0,1,1,1,1,379.0,697104.0
Cabinets & cupboards,150.0,150.0,True,No,42.0,113.40869565217392,120.0,0,1,0,1,0.0,5040.0
Cabinets & cupboards,49.0,49.0,True,No,34.0,113.40869565217392,98.75,0,0,0,1,0.0,34.0
Cabinets & cupboards,600.0,600.0,True,No,47.0,117.0,45.0,0,1,1,1,0.0,247455.0
Cabinets & cupboards,2710.0,2710.0,True,Yes,40.0,230.0,240.0,0,1,1,1,0.0,2208000.0
Cabinets & cupboards,693.0,693.0,True,No,35.0,105.0,95.0,0,1,1,1,0.0,349125.0
Cabinets & cupboards,2980.0,2980.0,True,Yes,47.0,212.0,203.0,0,1,1,1,0.0,2022692.0
Cabinets & cupboards,60.0,60.0,True,Yes,37.49367088607595,26.0,60.0,0,1,1,0,0.0,1560.0
Cabinets & cupboards,100.0,100.0,True,Yes,40.0,113.40869565217392,120.0,0,1,0,1,0.0,4800.0
Cabinets & cupboards,2330.0,2330.0,True,Yes,40.0,192.0,180.0,0,1,1,1,0.0,1382400.0
Cabinets & cupboards,3680.0,3680.0,True,Yes,47.0,212.0,243.0,0,1,1,1,0.0,2421252.0
Cabinets & cupboards,1123.0,1182.0,True,Yes,35.0,212.0,70.0,1,1,1,1,59.0,519400.0
Cabinets & cupboards,1395.0,1395.0,True,Yes,37.0,134.0,121.0,0,1,1,1,0.0,599918.0
Cabinets & cupboards,1719.0,1719.0,True,Yes,40.0,220.0,210.0,0,1,1,1,0.0,1848000.0
Cabinets & cupboards,3340.0,3340.0,True,Yes,40.0,230.0,300.0,0,1,1,1,0.0,2760000.0
Cabinets & cupboards,4770.0,4770.0,True,Yes,47.0,212.0,243.0,0,1,1,1,0.0,2421252.0
Cabinets & cupboards,297.0,297.0,True,No,35.0,70.0,105.0,0,1,1,1,0.0,257250.0
Cabinets & cupboards,1039.0,1039.0,True,Yes,45.0,101.0,41.0,0,1,1,1,0.0,186345.0
Cabinets & cupboards,1200.0,1200.0,True,Yes,45.0,101.0,41.0,0,1,1,1,0.0,186345.0
Cabinets & cupboards,1735.0,1735.0,True,Yes,30.0,237.0,120.0,0,1,1,1,0.0,853200.0
Cabinets & cupboards,1750.0,1750.0,True,No,47.0,167.0,90.0,0,1,1,1,0.0,706410.0
Cabinets & cupboards,145.0,145.0,True,No,37.49367088607595,113.40869565217392,98.75,0,0,0,0,0.0,1.0
Cabinets & cupboards,25.0,25.0,True,No,37.49367088607595,113.40869565217392,98.75,0,0,0,0,0.0,1.0
Cabinets & cupboards,19.0,19.0,True,No,37.49367088607595,113.40869565217392,98.75,0,0,0,0,0.0,1.0
Cabinets & cupboards,170.0,170.0,True,No,37.49367088607595,64.0,60.0,0,1,1,0,0.0,3840.0
Cabinets & cupboards,50.0,50.0,False,No,18.0,113.40869565217392,24.0,0,1,0,1,0.0,432.0
Cabinets & cupboards,29.0,29.0,True,Yes,35.0,113.40869565217392,16.0,0,1,0,1,0.0,560.0
Cabinets & cupboards,35.0,35.0,True,No,37.49367088607595,113.40869565217392,98.75,0,0,0,0,0.0,1.0
Cabinets & cupboards,29.0,29.0,True,No,18.0,113.40869565217392,98.75,0,0,0,1,0.0,18.0
Cabinets & cupboards,17.0,17.0,True,No,30.0,113.40869565217392,17.0,0,1,0,1,0.0,510.0
Cabinets & cupboards,39.0,39.0,True,Yes,35.0,113.40869565217392,98.75,0,0,0,1,0.0,35.0
Cabinets & cupboards,2666.0,2985.0,True,Yes,37.0,197.0,188.0,1,1,1,1,319.0,1370332.0
Cabinets & cupboards,1345.0,1345.0,True,Yes,47.0,119.0,80.0,0,1,1,1,0.0,447440.0
Cabinets & cupboards,35.0,35.0,True,No,38.0,113.40869565217392,98.75,0,0,0,1,0.0,38.0
Cabinets & cupboards,1520.0,1520.0,True,Yes,45.0,120.0,160.0,0,1,1,1,0.0,864000.0
Cabinets & cupboards,22.0,22.0,True,Yes,24.0,113.40869565217392,13.0,0,1,0,1,0.0,312.0
Cabinets & cupboards,45.0,45.0,True,No,37.49367088607595,32.0,32.0,0,1,1,0,0.0,1024.0
Cabinets & cupboards,195.0,195.0,True,Yes,37.49367088607595,64.0,60.0,0,1,1,0,0.0,3840.0
Cabinets & cupboards,244.0,244.0,True,No,35.0,95.0,35.0,0,1,1,1,0.0,116375.0
Cabinets & cupboards,45.0,45.0,True,Yes,37.49367088607595,113.40869565217392,98.75,0,0,0,0,0.0,1.0
Cabinets & cupboards,1160.0,1160.0,True,Yes,35.0,120.0,140.0,0,1,1,1,0.0,588000.0
Cabinets & cupboards,22.0,22.0,True,Yes,32.0,113.40869565217392,9.0,0,1,0,1,0.0,288.0
Cabinets & cupboards,2525.0,2525.0,True,Yes,37.0,134.0,243.0,0,1,1,1,0.0,1204794.0
Cabinets & cupboards,69.0,69.0,True,Yes,37.49367088607595,113.40869565217392,98.75,0,0,0,0,0.0,1.0
Cabinets & cupboards,50.0,50.0,True,No,2.0,29.0,45.0,0,1,1,1,0.0,2610.0
Cabinets & cupboards,210.0,210.0,True,No,37.49367088607595,64.0,60.0,0,1,1,0,0.0,3840.0
Cabinets & cupboards,1578.0,1578.0,True,Yes,42.0,210.0,300.0,0,1,1,1,0.0,2646000.0
Cabinets & cupboards,125.0,125.0,True,Yes,25.0,35.0,35.0,0,1,1,1,0.0,30625.0
Cabinets & cupboards,384.0,384.0,True,Yes,35.0,70.0,105.0,0,1,1,1,0.0,257250.0
Cabinets & cupboards,1250.0,1250.0,True,Yes,47.0,119.0,80.0,0,1,1,1,0.0,447440.0
Cabinets & cupboards,45.5,65.0,True,No,38.0,10.0,98.75,1,0,1,1,19.5,380.0
Cabinets & cupboards,100.0,100.0,True,No,37.49367088607595,113.40869565217392,98.75,0,0,0,0,0.0,1.0
Cabinets & cupboards,1020.0,1020.0,True,No,35.0,163.0,180.0,0,1,1,1,0.0,1026900.0
Cabinets & cupboards,287.0,287.0,True,No,35.0,35.0,95.0,0,1,1,1,0.0,116375.0
Cabinets & cupboards,2290.0,2290.0,True,Yes,47.0,212.0,121.0,0,1,1,1,0.0,1205644.0
Cabinets & cupboards,100.0,100.0,True,Yes,37.0,12.0,121.0,0,1,1,1,0.0,53724.0
Cabinets & cupboards,2270.0,2270.0,True,Yes,45.0,160.0,80.0,0,1,1,1,0.0,576000.0
Cabinets & cupboards,35.0,35.0,True,Yes,31.0,113.40869565217392,9.0,0,1,0,1,0.0,279.0
Cabinets & cupboards,35.0,35.0,True,No,37.0,113.40869565217392,12.0,0,1,0,1,0.0,444.0
Cabinets & cupboards,15.0,15.0,True,No,37.49367088607595,113.40869565217392,98.75,0,0,0,0,0.0,1.0
Cabinets & cupboards,15.0,15.0,True,No,37.49367088607595,10.0,98.75,0,0,1,0,0.0,10.0
Cabinets & cupboards,17.0,17.0,True,No,18.0,113.40869565217392,24.0,0,1,0,1,0.0,432.0
Cabinets & cupboards,1276.0,1595.0,True,No,40.0,186.0,60.0,1,1,1,1,319.0,446400.0
Cabinets & cupboards,100.0,100.0,True,Yes,37.49367088607595,64.0,60.0,0,1,1,0,0.0,3840.0
Cabinets & cupboards,29.0,29.0,True,No,18.0,113.40869565217392,98.75,0,0,0,1,0.0,18.0
Cabinets & cupboards,70.0,70.0,True,No,37.49367088607595,113.40869565217392,25.0,0,1,0,0,0.0,25.0
Cabinets & cupboards,890.0,890.0,True,Yes,42.0,39.0,180.0,0,1,1,1,0.0,294840.0
Cabinets & cupboards,139.0,139.0,True,Yes,35.0,35.0,35.0,0,1,1,1,0.0,42875.0
Cabinets & cupboards,1350.0,1350.0,True,Yes,42.0,129.0,240.0,0,1,1,1,0.0,1300320.0
Cabinets & cupboards,939.0,939.0,True,Yes,45.0,61.0,41.0,0,1,1,1,0.0,112545.0
Cabinets & cupboards,1350.0,1350.0,True,Yes,45.0,101.0,61.0,0,1,1,1,0.0,277245.0
Cabinets & cupboards,60.0,60.0,True,No,37.49367088607595,26.0,60.0,0,1,1,0,0.0,1560.0
Cabinets & cupboards,210.0,210.0,True,Yes,35.0,35.0,35.0,0,1,1,1,0.0,42875.0
Cabinets & cupboards,2235.0,2235.0,True,Yes,47.0,212.0,142.0,0,1,1,1,0.0,1414888.0
Cabinets & cupboards,150.0,150.0,True,No,37.49367088607595,113.40869565217392,98.75,0,0,0,0,0.0,1.0
Cabinets & cupboards,2635.0,2635.0,True,Yes,42.0,193.0,300.0,0,1,1,1,0.0,2431800.0
Cabinets & cupboards,777.0,777.0,True,Yes,35.0,70.0,175.0,0,1,1,1,0.0,428750.0
Cabinets & cupboards,199.0,199.0,True,No,37.49367088607595,113.40869565217392,98.75,0,0,0,0,0.0,1.0
Cabinets & cupboards,115.0,115.0,True,Yes,37.49367088607595,64.0,60.0,0,1,1,0,0.0,3840.0
Cabinets & cupboards,1105.0,1105.0,True,Yes,45.0,101.0,41.0,0,1,1,1,0.0,186345.0
Cabinets & cupboards,49.0,49.0,True,No,37.49367088607595,113.40869565217392,98.75,0,0,0,0,0.0,1.0
Cabinets & cupboards,3140.0,3140.0,True,Yes,45.0,120.0,320.0,0,1,1,1,0.0,1728000.0
Cabinets & cupboards,50.0,50.0,True,Yes,37.49367088607595,26.0,60.0,0,1,1,0,0.0,1560.0
Cabinets & cupboards,3240.0,3240.0,True,Yes,45.0,200.0,160.0,0,1,1,1,0.0,1440000.0
Café furniture,295.0,295.0,True,No,44.785714285714285,45.0,29.0,0,1,1,0,0.0,1305.0
Café furniture,145.0,145.0,True,No,29.0,45.0,45.0,0,1,1,1,0.0,58725.0
Café furniture,596.0,745.0,True,No,44.785714285714285,74.0,74.0,1,1,1,0,149.0,5476.0
Café furniture,450.0,450.0,True,No,44.785714285714285,75.0,70.0,0,1,1,0,0.0,5250.0
Café furniture,450.0,450.0,True,Yes,44.785714285714285,75.0,54.333333333333336,0,0,1,0,0.0,75.0
Café furniture,1385.0,1385.0,True,No,44.785714285714285,104.0,74.0,0,1,1,0,0.0,7696.0
Café furniture,395.0,395.0,True,No,44.785714285714285,74.0,74.0,0,1,1,0,0.0,5476.0
Café furniture,476.0,595.0,True,Yes,44.785714285714285,102.0,74.0,1,1,1,0,119.0,7548.0
Café furniture,595.0,595.0,True,No,36.0,84.0,38.0,0,1,1,1,0.0,114912.0
Café furniture,550.0,550.0,True,No,44.785714285714285,105.0,54.333333333333336,0,0,1,0,0.0,105.0
Café furniture,275.0,275.0,True,No,50.0,87.0,53.0,0,1,1,1,0.0,230550.0
Café furniture,1140.0,1140.0,True,No,44.785714285714285,80.95454545454545,54.333333333333336,0,0,0,0,0.0,1.0
Café furniture,180.0,225.0,True,No,46.0,76.0,50.0,1,1,1,1,45.0,174800.0
Café furniture,395.0,395.0,True,No,47.0,103.0,46.0,0,1,1,1,0.0,222686.0
Café furniture,345.0,345.0,True,Yes,49.0,79.0,46.0,0,1,1,1,0.0,178066.0
Café furniture,399.0,399.0,True,No,51.0,71.0,53.0,0,1,1,1,0.0,191913.0
Café furniture,1140.0,1140.0,True,Yes,44.785714285714285,80.95454545454545,54.333333333333336,0,0,0,0,0.0,1.0
Café furniture,225.0,225.0,True,No,46.0,76.0,50.0,0,1,1,1,0.0,174800.0
Café furniture,1385.0,1385.0,True,No,44.785714285714285,104.0,74.0,0,1,1,0,0.0,7696.0
Café furniture,595.0,595.0,True,No,36.0,84.0,38.0,0,1,1,1,0.0,114912.0
Café furniture,1340.0,1340.0,True,No,44.785714285714285,80.95454545454545,54.333333333333336,0,0,0,0,0.0,1.0
Café furniture,275.0,275.0,True,Yes,50.0,84.0,53.0,0,1,1,1,0.0,222600.0
